Year,offense_code,Offense,Age,Count,Age Category,Genre
2002,ASR_GAM,Gambling,m_15,208,15 year old,Male
2002,ASR_LIQ,Liquor Laws,f_10_12,397,10 to 12 year old,Female
2002,ASR_LRC,Larceny,f_0_9,944,0 to 9 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,m_17,39,17 year old,Male
2002,ASR_OTH,All Other Offenses,m_13_14,41444,13 or 14 year old,Male
2002,ASR_RPE,Rape,f_0_9,7,0 to 9 year old,Female
2002,ASR_SEX,Sex Offenses,f_10_12,177,10 to 12 year old,Female
2002,ASR_SEX,Sex Offenses,m_13_14,4439,13 or 14 year old,Male
2002,ASR_VAN,Vandalism,m_13_14,18137,13 or 14 year old,Male
2001,ASR_CUR,Curfew and Loitering Law Violations,f_10_12,1508,10 to 12 year old,Female
2001,ASR_DIS,Disorderly Conduct,f_15,8617,15 year old,Female
2001,ASR_FAM,Offenses Against the Family and Children,m_10_12,433,10 to 12 year old,Male
2001,ASR_PRS,Prostitution and Commercialized Vice,m_0_9,3,0 to 9 year old,Male
2001,ASR_STP,Stolen Property,m_16,4140,16 year old,Male
2000,ASR_AST,Aggravated Assault,m_15,6649,15 year old,Male
2000,ASR_AST_SMP,Simple Assault,f_13_14,16831,13 or 14 year old,Female
2005,ASR_DRK,Drunkenness,m_16,2147,16 year old,Male
2005,ASR_DUI,Drive Under the Influence,f_17,2047,17 year old,Female
2005,ASR_DUI,Drive Under the Influence,m_15,410,15 year old,Male
2005,ASR_FAM,Offenses Against the Family and Children,f_10_12,97,10 to 12 year old,Female
2005,ASR_MAN,Manslaughter by Negligence,f_15,1,15 year old,Female
2005,ASR_MAN,Manslaughter by Negligence,m_15,8,15 year old,Male
2005,ASR_MVT,Motor Vehicle Theft,f_15,1288,15 year old,Female
2005,ASR_OTH,All Other Offenses,f_17,18473,17 year old,Female
2005,ASR_OTH,All Other Offenses,f_15,17939,15 year old,Female
2005,ASR_RPE,Rape,f_17,10,17 year old,Female
2005,ASR_SEX,Sex Offenses,m_13_14,3909,13 or 14 year old,Male
2005,ASR_STP,Stolen Property,f_16,714,16 year old,Female
2005,ASR_STP,Stolen Property,f_17,802,17 year old,Female
2005,ASR_VAG,Vagrancy,m_0_9,3,0 to 9 year old,Male
2004,ASR_AST,Aggravated Assault,f_10_12,813,10 to 12 year old,Female
2004,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,15671,13 or 14 year old,Male
2004,ASR_FRD,Fraud,f_16,537,16 year old,Female
2004,ASR_GAM,Gambling,f_16,9,16 year old,Female
2004,ASR_HOM,Murder and Nonnegligent Homicide,m_13_14,71,13 or 14 year old,Male
2004,ASR_HOM,Murder and Nonnegligent Homicide,f_15,14,15 year old,Female
2004,ASR_HOM,Murder and Nonnegligent Homicide,m_0_9,1,0 to 9 year old,Male
2004,ASR_LIQ,Liquor Laws,f_15,6506,15 year old,Female
2004,ASR_RPE,Rape,m_16,602,16 year old,Male
2004,ASR_RPE,Rape,m_15,539,15 year old,Male
2004,ASR_RUN,Runaway,m_10_12,2565,10 to 12 year old,Male
2004,ASR_STP,Stolen Property,f_10_12,124,10 to 12 year old,Female
2004,ASR_VAN,Vandalism,m_0_9,1832,0 to 9 year old,Male
2003,ASR_AST,Aggravated Assault,m_10_12,3426,10 to 12 year old,Male
2003,ASR_AST_SMP,Simple Assault,m_13_14,35053,13 or 14 year old,Male
2003,ASR_DRG,Drug Abuse Violations,m_17,48608,17 year old,Male
2003,ASR_DRK,Drunkenness,f_17,1090,17 year old,Female
2003,ASR_HOM,Murder and Nonnegligent Homicide,m_17,363,17 year old,Male
2003,ASR_LRC,Larceny,f_10_12,8659,10 to 12 year old,Female
2003,ASR_ROB,Robbery,f_0_9,10,0 to 9 year old,Female
2003,ASR_SEX,Sex Offenses,m_15,2127,15 year old,Male
2003,ASR_WEAP,Weapons,m_16,5598,16 year old,Male
2003,ASR_WEAP,Weapons,m_17,6626,17 year old,Male
2002,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,3547,10 to 12 year old,Male
2002,ASR_DIS,Disorderly Conduct,f_16,8606,16 year old,Female
2002,ASR_DRG,Drug Abuse Violations,m_10_12,2107,10 to 12 year old,Male
2002,ASR_DUI,Drive Under the Influence,m_17,8808,17 year old,Male
1996,ASR_AST_SMP,Simple Assault,f_10_12,4519,10 to 12 year old,Female
1996,ASR_AST_SMP,Simple Assault,f_13_14,15629,13 or 14 year old,Female
1996,ASR_AST_SMP,Simple Assault,f_16,9720,16 year old,Female
1996,ASR_DRK,Drunkenness,f_16,736,16 year old,Female
1996,ASR_EMB,Embezzlement,m_15,39,15 year old,Male
1996,ASR_LIQ,Liquor Laws,m_0_9,133,0 to 9 year old,Male
1996,ASR_OTH,All Other Offenses,m_10_12,14318,10 to 12 year old,Male
1996,ASR_PRS,Prostitution and Commercialized Vice,f_15,93,15 year old,Female
1996,ASR_PRS,Prostitution and Commercialized Vice,m_15,62,15 year old,Male
1996,ASR_RUN,Runaway,f_16,18399,16 year old,Female
1996,ASR_STP,Stolen Property,m_13_14,5720,13 or 14 year old,Male
1996,ASR_SUS,Suspicion,f_16,98,16 year old,Female
1995,ASR_AST_SMP,Simple Assault,m_10_12,14450,10 to 12 year old,Male
1995,ASR_AST_SMP,Simple Assault,m_0_9,3188,0 to 9 year old,Male
1995,ASR_DRK,Drunkenness,m_0_9,93,0 to 9 year old,Male
1995,ASR_DUI,Drive Under the Influence,m_16,2413,16 year old,Male
1995,ASR_EMB,Embezzlement,f_0_9,4,0 to 9 year old,Female
1995,ASR_FOR,Forgery and Counterfeiting,m_16,1248,16 year old,Male
1995,ASR_FRD,Fraud,f_0_9,21,0 to 9 year old,Female
1995,ASR_RUN,Runaway,m_0_9,1433,0 to 9 year old,Male
1995,ASR_SUS,Suspicion,m_17,363,17 year old,Male
1995,ASR_VAN,Vandalism,f_13_14,3955,13 or 14 year old,Female
1995,ASR_VAN,Vandalism,m_16,18938,16 year old,Male
1995,ASR_WEAP,Weapons,m_16,10145,16 year old,Male
1994,ASR_ARSON,Arson,f_0_9,108,0 to 9 year old,Female
1994,ASR_AST_SMP,Simple Assault,f_16,8270,16 year old,Female
1994,ASR_FRD,Fraud,f_16,949,16 year old,Female
1994,ASR_MAN,Manslaughter by Negligence,m_0_9,2,0 to 9 year old,Male
1994,ASR_STP,Stolen Property,f_10_12,221,10 to 12 year old,Female
1994,ASR_WEAP,Weapons,f_16,782,16 year old,Female
1999,ASR_DUI,Drive Under the Influence,m_0_9,89,0 to 9 year old,Male
1999,ASR_FAM,Offenses Against the Family and Children,f_0_9,115,0 to 9 year old,Female
1999,ASR_FRD,Fraud,f_15,991,15 year old,Female
1999,ASR_HOM,Murder and Nonnegligent Homicide,f_15,13,15 year old,Female
1999,ASR_HOM,Murder and Nonnegligent Homicide,m_0_9,3,0 to 9 year old,Male
1999,ASR_MVT,Motor Vehicle Theft,m_10_12,954,10 to 12 year old,Male
1999,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,9,10 to 12 year old,Male
1999,ASR_SEX,Sex Offenses,m_10_12,1740,10 to 12 year old,Male
1998,ASR_DUI,Drive Under the Influence,m_16,3114,16 year old,Male
1998,ASR_FAM,Offenses Against the Family and Children,f_13_14,706,13 or 14 year old,Female
1998,ASR_GAM,Gambling,m_13_14,166,13 or 14 year old,Male
1998,ASR_LIQ,Liquor Laws,m_16,25798,16 year old,Male
1998,ASR_LIQ,Liquor Laws,m_15,11334,15 year old,Male
1998,ASR_MAN,Manslaughter by Negligence,m_16,31,16 year old,Male
1998,ASR_OTH,All Other Offenses,f_15,18042,15 year old,Female
1998,ASR_SEX,Sex Offenses,f_17,130,17 year old,Female
1998,ASR_STP,Stolen Property,m_15,4179,15 year old,Male
1998,ASR_VAG,Vagrancy,m_13_14,422,13 or 14 year old,Male
1997,ASR_AST,Aggravated Assault,m_10_12,3882,10 to 12 year old,Male
1997,ASR_FRD,Fraud,f_17,1505,17 year old,Female
1997,ASR_ROB,Robbery,f_10_12,190,10 to 12 year old,Female
2016,ASR_DUI,Drive Under the Influence,m_16,923,16 year old,Male
2016,ASR_FAM,Offenses Against the Family and Children,f_13_14,328,13 or 14 year old,Female
2016,ASR_FAM,Offenses Against the Family and Children,f_15,224,15 year old,Female
2016,ASR_LIQ,Liquor Laws,m_0_9,10,0 to 9 year old,Male
2016,ASR_OTH,All Other Offenses,f_15,7274,15 year old,Female
2016,ASR_STP,Stolen Property,m_16,2092,16 year old,Male
2015,ASR_DRG,Drug Abuse Violations,m_16,16504,16 year old,Male
2015,ASR_DRK,Drunkenness,m_16,729,16 year old,Male
1997,ASR_VAG,Vagrancy,f_10_12,14,10 to 12 year old,Female
1994,ASR_SUS,Suspicion,m_10_12,104,10 to 12 year old,Male
1994,ASR_VAG,Vagrancy,f_13_14,206,13 or 14 year old,Female
1994,ASR_WEAP,Weapons,m_10_12,3043,10 to 12 year old,Male
2002,ASR_FRD,Fraud,m_17,1967,17 year old,Male
2002,ASR_HOM,Murder and Nonnegligent Homicide,f_17,39,17 year old,Female
2002,ASR_LIQ,Liquor Laws,m_16,20997,16 year old,Male
2002,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,18,10 to 12 year old,Male
2002,ASR_PRS,Prostitution and Commercialized Vice,f_17,330,17 year old,Female
2002,ASR_RPE,Rape,f_13_14,35,13 or 14 year old,Female
2002,ASR_RPE,Rape,f_17,17,17 year old,Female
2001,ASR_ARSON,Arson,f_13_14,280,13 or 14 year old,Female
2001,ASR_AST_SMP,Simple Assault,m_16,23893,16 year old,Male
2001,ASR_CUR,Curfew and Loitering Law Violations,f_13_14,8265,13 or 14 year old,Female
2001,ASR_CUR,Curfew and Loitering Law Violations,m_15,15687,15 year old,Male
2001,ASR_DRG,Drug Abuse Violations,f_16,6091,16 year old,Female
2001,ASR_DUI,Drive Under the Influence,m_15,521,15 year old,Male
2001,ASR_FAM,Offenses Against the Family and Children,f_17,395,17 year old,Female
2001,ASR_FOR,Forgery and Counterfeiting,f_16,427,16 year old,Female
2001,ASR_FOR,Forgery and Counterfeiting,f_15,198,15 year old,Female
2001,ASR_FRD,Fraud,m_10_12,379,10 to 12 year old,Male
2001,ASR_FRD,Fraud,f_13_14,961,13 or 14 year old,Female
2001,ASR_FRD,Fraud,f_17,982,17 year old,Female
2001,ASR_GAM,Gambling,f_13_14,15,13 or 14 year old,Female
2001,ASR_LIQ,Liquor Laws,m_10_12,356,10 to 12 year old,Male
2001,ASR_MVT,Motor Vehicle Theft,f_15,1593,15 year old,Female
2001,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,6,10 to 12 year old,Female
2001,ASR_ROB,Robbery,m_13_14,4101,13 or 14 year old,Male
2000,ASR_AST,Aggravated Assault,f_13_14,3290,13 or 14 year old,Female
2000,ASR_BRG,Burglary,f_13_14,2315,13 or 14 year old,Female
2000,ASR_DIS,Disorderly Conduct,m_10_12,8793,10 to 12 year old,Male
2000,ASR_DRK,Drunkenness,f_13_14,640,13 or 14 year old,Female
2000,ASR_EMB,Embezzlement,f_0_9,2,0 to 9 year old,Female
2000,ASR_GAM,Gambling,f_13_14,12,13 or 14 year old,Female
2000,ASR_LIQ,Liquor Laws,m_0_9,85,0 to 9 year old,Male
2000,ASR_LRC,Larceny,m_10_12,20142,10 to 12 year old,Male
2000,ASR_MAN,Manslaughter by Negligence,m_0_9,1,0 to 9 year old,Male
2000,ASR_MVT,Motor Vehicle Theft,m_15,7335,15 year old,Male
2000,ASR_PRS,Prostitution and Commercialized Vice,f_13_14,82,13 or 14 year old,Female
2000,ASR_ROB,Robbery,m_16,5124,16 year old,Male
2000,ASR_RUN,Runaway,m_15,10178,15 year old,Male
2000,ASR_STP,Stolen Property,m_0_9,108,0 to 9 year old,Male
2000,ASR_VAG,Vagrancy,f_17,158,17 year old,Female
2000,ASR_VAG,Vagrancy,f_0_9,4,0 to 9 year old,Female
2000,ASR_VAN,Vandalism,f_17,1791,17 year old,Female
1999,ASR_AST_SMP,Simple Assault,f_15,10207,15 year old,Female
2009,ASR_DRK,Drunkenness,f_17,1136,17 year old,Female
2009,ASR_DUI,Drive Under the Influence,m_0_9,42,0 to 9 year old,Male
2009,ASR_HOM,Murder and Nonnegligent Homicide,f_16,29,16 year old,Female
2009,ASR_SUS,Suspicion,m_17,43,17 year old,Male
2009,ASR_VAG,Vagrancy,m_0_9,6,0 to 9 year old,Male
2009,ASR_VAN,Vandalism,f_10_12,1034,10 to 12 year old,Female
2009,ASR_WEAP,Weapons,f_17,594,17 year old,Female
2008,ASR_AST,Aggravated Assault,f_13_14,2615,13 or 14 year old,Female
2008,ASR_BRG,Burglary,f_13_14,1818,13 or 14 year old,Female
2008,ASR_DIS,Disorderly Conduct,f_17,8656,17 year old,Female
2008,ASR_DIS,Disorderly Conduct,m_0_9,728,0 to 9 year old,Male
2008,ASR_DUI,Drive Under the Influence,f_16,752,16 year old,Female
2008,ASR_EMB,Embezzlement,f_15,15,15 year old,Female
2008,ASR_FAM,Offenses Against the Family and Children,m_0_9,58,0 to 9 year old,Male
2008,ASR_GAM,Gambling,f_17,15,17 year old,Female
2008,ASR_HOM,Murder and Nonnegligent Homicide,m_10_12,7,10 to 12 year old,Male
2008,ASR_HOM,Murder and Nonnegligent Homicide,m_17,438,17 year old,Male
2008,ASR_LIQ,Liquor Laws,m_10_12,389,10 to 12 year old,Male
2008,ASR_MAN,Manslaughter by Negligence,f_16,5,16 year old,Female
2008,ASR_MAN,Manslaughter by Negligence,f_17,5,17 year old,Female
2008,ASR_MVT,Motor Vehicle Theft,m_15,3906,15 year old,Male
2008,ASR_OTH,All Other Offenses,m_10_12,8188,10 to 12 year old,Male
2011,ASR_RUN,Runaway,f_10_12,1341,10 to 12 year old,Female
2011,ASR_RUN,Runaway,m_0_9,262,0 to 9 year old,Male
2011,ASR_VAN,Vandalism,f_10_12,886,10 to 12 year old,Female
2010,ASR_ARSON,Arson,m_0_9,192,0 to 9 year old,Male
2010,ASR_DRG,Drug Abuse Violations,m_16,30543,16 year old,Male
2010,ASR_DRK,Drunkenness,f_15,556,15 year old,Female
2010,ASR_DUI,Drive Under the Influence,m_16,1604,16 year old,Male
2010,ASR_FAM,Offenses Against the Family and Children,m_10_12,155,10 to 12 year old,Male
2010,ASR_FAM,Offenses Against the Family and Children,f_13_14,262,13 or 14 year old,Female
2010,ASR_SEX,Sex Offenses,m_10_12,1295,10 to 12 year old,Male
2010,ASR_SEX,Sex Offenses,f_0_9,26,0 to 9 year old,Female
2010,ASR_SUS,Suspicion,m_15,15,15 year old,Male
2010,ASR_VAN,Vandalism,m_16,11174,16 year old,Male
2008,ASR_PRS,Prostitution and Commercialized Vice,f_15,133,15 year old,Female
2008,ASR_RUN,Runaway,f_13_14,13310,13 or 14 year old,Female
2008,ASR_RUN,Runaway,m_17,5955,17 year old,Male
2008,ASR_SEX,Sex Offenses,m_13_14,3265,13 or 14 year old,Male
2008,ASR_SUS,Suspicion,f_15,6,15 year old,Female
2008,ASR_VAN,Vandalism,f_17,2306,17 year old,Female
2007,ASR_AST_SMP,Simple Assault,f_13_14,18661,13 or 14 year old,Female
2007,ASR_DUI,Drive Under the Influence,m_16,2423,16 year old,Male
2007,ASR_FRD,Fraud,f_13_14,264,13 or 14 year old,Female
2007,ASR_GAM,Gambling,f_17,6,17 year old,Female
2007,ASR_HOM,Murder and Nonnegligent Homicide,f_15,16,15 year old,Female
2007,ASR_LIQ,Liquor Laws,f_16,11976,16 year old,Female
2007,ASR_LIQ,Liquor Laws,m_0_9,80,0 to 9 year old,Male
2007,ASR_LIQ,Liquor Laws,m_15,9457,15 year old,Male
2007,ASR_STP,Stolen Property,m_13_14,2767,13 or 14 year old,Male
2007,ASR_STP,Stolen Property,f_15,705,15 year old,Female
2007,ASR_WEAP,Weapons,m_16,7053,16 year old,Male
2007,ASR_WEAP,Weapons,m_17,8312,17 year old,Male
2006,ASR_AST_SMP,Simple Assault,m_0_9,1939,0 to 9 year old,Male
2011,ASR_FRD,Fraud,f_15,269,15 year old,Female
2011,ASR_GAM,Gambling,m_0_9,1,0 to 9 year old,Male
2011,ASR_LRC,Larceny,m_10_12,7848,10 to 12 year old,Male
2011,ASR_LRC,Larceny,m_17,32079,17 year old,Male
2011,ASR_PRS,Prostitution and Commercialized Vice,f_15,86,15 year old,Female
2008,ASR_RUN,Runaway,m_10_12,2210,10 to 12 year old,Male
2008,ASR_SUS,Suspicion,f_13_14,8,13 or 14 year old,Female
2007,ASR_DRG,Drug Abuse Violations,f_16,6303,16 year old,Female
2007,ASR_FOR,Forgery and Counterfeiting,f_0_9,8,0 to 9 year old,Female
2007,ASR_LRC,Larceny,m_13_14,32031,13 or 14 year old,Male
2007,ASR_MVT,Motor Vehicle Theft,m_15,4466,15 year old,Male
2007,ASR_OTH,All Other Offenses,f_13_14,17500,13 or 14 year old,Female
2007,ASR_SUS,Suspicion,f_15,16,15 year old,Female
2006,ASR_ARSON,Arson,m_13_14,1728,13 or 14 year old,Male
2006,ASR_ARSON,Arson,f_17,87,17 year old,Female
2006,ASR_BRG,Burglary,m_10_12,3579,10 to 12 year old,Male
2006,ASR_DIS,Disorderly Conduct,m_16,22923,16 year old,Male
2006,ASR_DRK,Drunkenness,f_17,1246,17 year old,Female
2006,ASR_EMB,Embezzlement,f_13_14,13,13 or 14 year old,Female
2006,ASR_GAM,Gambling,m_0_9,3,0 to 9 year old,Male
2006,ASR_HOM,Murder and Nonnegligent Homicide,f_15,9,15 year old,Female
2006,ASR_MVT,Motor Vehicle Theft,f_0_9,2,0 to 9 year old,Female
2006,ASR_MVT,Motor Vehicle Theft,m_16,5921,16 year old,Male
2006,ASR_OTH,All Other Offenses,f_10_12,3404,10 to 12 year old,Female
2006,ASR_SUS,Suspicion,f_17,11,17 year old,Female
2006,ASR_VAN,Vandalism,f_13_14,3501,13 or 14 year old,Female
2006,ASR_WEAP,Weapons,f_16,675,16 year old,Female
2005,ASR_AST_SMP,Simple Assault,m_0_9,2096,0 to 9 year old,Male
2005,ASR_DRG,Drug Abuse Violations,f_16,6330,16 year old,Female
2005,ASR_FAM,Offenses Against the Family and Children,m_17,721,17 year old,Male
2005,ASR_FAM,Offenses Against the Family and Children,m_0_9,63,0 to 9 year old,Male
2005,ASR_HOM,Murder and Nonnegligent Homicide,f_15,18,15 year old,Female
2002,ASR_FAM,Offenses Against the Family and Children,m_13_14,943,13 or 14 year old,Male
2002,ASR_FRD,Fraud,f_15,305,15 year old,Female
2002,ASR_GAM,Gambling,f_17,13,17 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,f_16,5,16 year old,Female
2002,ASR_MAN,Manslaughter by Negligence,f_17,9,17 year old,Female
2002,ASR_OTH,All Other Offenses,f_0_9,736,0 to 9 year old,Female
2002,ASR_RPE,Rape,m_13_14,885,13 or 14 year old,Male
2002,ASR_RPE,Rape,f_15,19,15 year old,Female
2002,ASR_SEX,Sex Offenses,m_17,2101,17 year old,Male
2002,ASR_STP,Stolen Property,f_10_12,182,10 to 12 year old,Female
2002,ASR_STP,Stolen Property,m_16,4073,16 year old,Male
2002,ASR_VAG,Vagrancy,m_10_12,49,10 to 12 year old,Male
2001,ASR_ARSON,Arson,m_15,826,15 year old,Male
2001,ASR_AST_SMP,Simple Assault,f_15,11633,15 year old,Female
2001,ASR_DUI,Drive Under the Influence,f_13_14,68,13 or 14 year old,Female
2001,ASR_LIQ,Liquor Laws,f_10_12,346,10 to 12 year old,Female
2001,ASR_MAN,Manslaughter by Negligence,m_0_9,1,0 to 9 year old,Male
2001,ASR_MVT,Motor Vehicle Theft,m_15,7063,15 year old,Male
2001,ASR_OTH,All Other Offenses,m_15,41208,15 year old,Male
2001,ASR_ROB,Robbery,f_0_9,5,0 to 9 year old,Female
2001,ASR_RUN,Runaway,f_13_14,18229,13 or 14 year old,Female
2001,ASR_RUN,Runaway,f_16,13763,16 year old,Female
2001,ASR_SEX,Sex Offenses,m_13_14,4441,13 or 14 year old,Male
2001,ASR_STP,Stolen Property,f_0_9,21,0 to 9 year old,Female
2001,ASR_SUS,Suspicion,f_13_14,97,13 or 14 year old,Female
2001,ASR_VAG,Vagrancy,m_16,556,16 year old,Male
2000,ASR_DRK,Drunkenness,m_15,1733,15 year old,Male
2000,ASR_DUI,Drive Under the Influence,f_0_9,20,0 to 9 year old,Female
2000,ASR_EMB,Embezzlement,f_15,31,15 year old,Female
2000,ASR_FAM,Offenses Against the Family and Children,m_10_12,342,10 to 12 year old,Male
2000,ASR_FRD,Fraud,m_10_12,478,10 to 12 year old,Male
2000,ASR_LIQ,Liquor Laws,f_0_9,35,0 to 9 year old,Female
2000,ASR_SUS,Suspicion,m_10_12,36,10 to 12 year old,Male
1999,ASR_AST,Aggravated Assault,f_13_14,3259,13 or 14 year old,Female
2005,ASR_MAN,Manslaughter by Negligence,m_17,27,17 year old,Male
2005,ASR_OTH,All Other Offenses,m_16,51682,16 year old,Male
2005,ASR_RPE,Rape,f_0_9,1,0 to 9 year old,Female
2005,ASR_RUN,Runaway,f_13_14,14940,13 or 14 year old,Female
2005,ASR_SEX,Sex Offenses,f_17,172,17 year old,Female
2005,ASR_VAN,Vandalism,m_16,14003,16 year old,Male
2004,ASR_ARSON,Arson,m_10_12,1080,10 to 12 year old,Male
2004,ASR_BRG,Burglary,f_0_9,131,0 to 9 year old,Female
2004,ASR_DRG,Drug Abuse Violations,f_16,6084,16 year old,Female
2004,ASR_FRD,Fraud,f_13_14,269,13 or 14 year old,Female
2004,ASR_MAN,Manslaughter by Negligence,f_13_14,6,13 or 14 year old,Female
2004,ASR_MVT,Motor Vehicle Theft,f_15,1225,15 year old,Female
2004,ASR_OTH,All Other Offenses,m_13_14,41267,13 or 14 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,m_10_12,8,10 to 12 year old,Male
2004,ASR_PRS,Prostitution and Commercialized Vice,m_16,102,16 year old,Male
2004,ASR_STP,Stolen Property,f_16,668,16 year old,Female
2004,ASR_STP,Stolen Property,m_16,3554,16 year old,Male
2004,ASR_STP,Stolen Property,m_0_9,74,0 to 9 year old,Male
2004,ASR_VAG,Vagrancy,m_13_14,630,13 or 14 year old,Male
2004,ASR_VAN,Vandalism,f_16,2097,16 year old,Female
2003,ASR_AST,Aggravated Assault,f_10_12,934,10 to 12 year old,Female
2003,ASR_AST,Aggravated Assault,f_16,2256,16 year old,Female
2003,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,15471,13 or 14 year old,Male
2003,ASR_DIS,Disorderly Conduct,f_13_14,16017,13 or 14 year old,Female
2003,ASR_DIS,Disorderly Conduct,f_17,7102,17 year old,Female
2003,ASR_DRK,Drunkenness,f_15,589,15 year old,Female
2003,ASR_EMB,Embezzlement,m_15,35,15 year old,Male
2003,ASR_FRD,Fraud,f_16,500,16 year old,Female
2003,ASR_FRD,Fraud,f_15,307,15 year old,Female
2003,ASR_LIQ,Liquor Laws,m_13_14,4556,13 or 14 year old,Male
2003,ASR_VAG,Vagrancy,f_0_9,1,0 to 9 year old,Female
2002,ASR_AST,Aggravated Assault,f_16,2449,16 year old,Female
2002,ASR_AST_SMP,Simple Assault,f_17,10107,17 year old,Female
2002,ASR_DRG,Drug Abuse Violations,f_15,4323,15 year old,Female
2003,ASR_EMB,Embezzlement,f_15,11,15 year old,Female
2003,ASR_FAM,Offenses Against the Family and Children,m_16,678,16 year old,Male
2003,ASR_MAN,Manslaughter by Negligence,m_15,13,15 year old,Male
2003,ASR_OTH,All Other Offenses,m_10_12,11952,10 to 12 year old,Male
2003,ASR_PRS,Prostitution and Commercialized Vice,f_10_12,5,10 to 12 year old,Female
2003,ASR_RPE,Rape,f_16,9,16 year old,Female
2003,ASR_RPE,Rape,f_17,9,17 year old,Female
2003,ASR_RPE,Rape,m_17,811,17 year old,Male
2003,ASR_SUS,Suspicion,f_15,21,15 year old,Female
2003,ASR_VAG,Vagrancy,f_17,132,17 year old,Female
2003,ASR_VAN,Vandalism,f_16,2006,16 year old,Female
2002,ASR_ARSON,Arson,m_15,786,15 year old,Male
2002,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,15394,13 or 14 year old,Male
2002,ASR_CUR,Curfew and Loitering Law Violations,f_15,7968,15 year old,Female
2002,ASR_DRG,Drug Abuse Violations,f_10_12,668,10 to 12 year old,Female
2002,ASR_DRK,Drunkenness,m_16,2636,16 year old,Male
2002,ASR_EMB,Embezzlement,f_16,128,16 year old,Female
2009,ASR_GAM,Gambling,m_10_12,6,10 to 12 year old,Male
2009,ASR_LIQ,Liquor Laws,f_17,15075,17 year old,Female
2009,ASR_LRC,Larceny,f_16,30222,16 year old,Female
2009,ASR_LRC,Larceny,f_0_9,386,0 to 9 year old,Female
2009,ASR_MAN,Manslaughter by Negligence,m_15,6,15 year old,Male
2009,ASR_PRS,Prostitution and Commercialized Vice,f_17,366,17 year old,Female
2009,ASR_RPE,Rape,f_15,9,15 year old,Female
2009,ASR_SEX,Sex Offenses,f_10_12,140,10 to 12 year old,Female
2009,ASR_WEAP,Weapons,m_10_12,1875,10 to 12 year old,Male
2009,ASR_WEAP,Weapons,f_10_12,267,10 to 12 year old,Female
2009,ASR_WEAP,Weapons,m_15,4374,15 year old,Male
2008,ASR_AST_SMP,Simple Assault,m_13_14,31525,13 or 14 year old,Male
2008,ASR_AST_SMP,Simple Assault,m_16,25863,16 year old,Male
2008,ASR_CUR,Curfew and Loitering Law Violations,m_10_12,2985,10 to 12 year old,Male
2008,ASR_DRG,Drug Abuse Violations,m_15,19676,15 year old,Male
2008,ASR_EMB,Embezzlement,m_0_9,4,0 to 9 year old,Male
2008,ASR_FAM,Offenses Against the Family and Children,m_17,867,17 year old,Male
2008,ASR_FRD,Fraud,f_15,291,15 year old,Female
1997,ASR_WEAP,Weapons,m_10_12,2430,10 to 12 year old,Male
1997,ASR_WEAP,Weapons,f_17,675,17 year old,Female
1996,ASR_CUR,Curfew and Loitering Law Violations,m_13_14,21298,13 or 14 year old,Male
1996,ASR_CUR,Curfew and Loitering Law Violations,f_17,7155,17 year old,Female
1996,ASR_DIS,Disorderly Conduct,m_10_12,9182,10 to 12 year old,Male
1996,ASR_DIS,Disorderly Conduct,f_13_14,12021,13 or 14 year old,Female
1996,ASR_DRG,Drug Abuse Violations,m_15,25728,15 year old,Male
